"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Moldova","MDA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160329783.438","162773292.501","136124123.335347","91049628.0895457","63567802.93425","70509053.1152385","85870835.8927437","97640774.6625241","123513034.714505","165544693.207739","190969482.385817","219821220.6079","330541850.9298","434186750.3104","484371397.749","486096244.4244","560343215.7738","566256864.8022","579689978.155752","537278939.243","410543239.583473","413254814.876029","492882137.039074","","",
"Madagascar","MDG","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","31048015.572","34593714.358","40183257.69","42851082.144","43773290.259","54486153.744","67256919.364","84875620.86","109424493.731","124242023.736","148874659.613","120304478.102","100290822.815","88997212.148","81416832.449","74139341.04","62393412.6","43497485.586","40985821.062","37047765.872","59156183.62","52971035.7801823","61586266.6494277","71214444.488","58643278.0469825","62196641.0774123","79507923.4700302","65631622.1","54971570.265","79389836.748","80331246.5935","103707446.0584","99497963.982","126227262.2832","105403372.3272","132428120.7837","129917003.4515","222971695.9686","247181873.3472","223314187.0344","224991396.611","250251566.1939","258387464.186","213532582.8896","215789005.952","194859324.7328","199548898.848","231837689.0544","","",
"Maldives","MDV","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","4903816.9005","5168419.5806","5103568.3308","6804578.5891","7393150.7727","8337060.6287","9157238.0492","10700840.8692","11904083.1189","19120266.6730134","23116715.1309131","26134382.5438947","29322728.8361815","15416285.0212073","18449458.3679242","21389201.1192497","32922364.7808067","36603406.8580041","45548823.264","47002101.95","48922377.3216","74514102.9066117","85609839.9041217","117944474.358686","135087740.483048","105236388.754836","95911836.2593527","145601037.097","124434376.030211","127403365.231695","182278974.730029","186333161.319883","202776838.796746","","",
"Middle East & North Africa","MEA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1048053597.87648","1156108942.9968","1333062199.25216","1634829115.62298","2124602169.5417","2585547250.50918","2605913189.0544","2390144129.49595","2990327774.12932","3904210960","5771000000","8636000000","6364000000","3822000000","4524000000","4836000000","3302000000","3525000000","4002000000","4686000000","5566000000","7320000000","10266000000","13203000000","18025000000","12839000000","19211377066","24239967720","17442000000","20897200000","28482300000","32171900000","34838100000","36659200000","36391200000","41661500000","45024000000","48307000000","52102000000","45046500000","52605000000","58464000000","59028729371.76","57021413648.1435","65963149508.592","59426359334.7606","54734804650.4374","58383791627.1332","","",
"Marshall Islands","MHL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9950801.91","8804801.04","8612267.79","9113707.05","9301637.73","9582824.16","9933667.59","10515069.18","10590383.37","11013149.28","11659377.45","12019653.87","12559150.59","12626887.14","12550505.31","12974097.99","13740266.4","13931413.02","14783389.74","15127176.33","16173938.76","16894589.25","17523190.29951","","",
"Middle income","MIC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232232332.15","245488775.5","118242467.1","128662528.953","164969153.342","199541918.949","202402359.808","189955988.906694","181529986.206157","170397003.549001","151284485.184584","135406978.300842","129850924.783015","159717890.53564","184594855.837019","201003647.190141","223371812.817111","259767154.262599","319994362.844231","305125730.861158","303202946.169293","336911619.556502","311640304.179791","345216262.181247","364444211.245279","318598471.518912","334958819.027564","354050383.480312","","",
"Mali","MLI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","12499000.4835541","15124139.804836","17147131.4276037","19812856.5515396","18845131.9509961","27049286.8701","30736130.865","32546254.332","43171795.24","56511288.0190601","59173880.364","54118437.444","43133463.549","40358755.4748466","32704929.522","39621672.211","49345473.483","48280769.2460306","49968335.9914817","50876643.8396786","62168307.4936356","63460206.6949485","65837165.2379236","56409832.4","42609906.147152","55840775.781","58300825.9820371","56451504.5021293","77478610.509","92340286.4928","84505079.6222","105907038.87","106567788.2972","140853548.102","184196393.675","212551148.6912","239125835.412","285293203.344","319171624.3625","348033953.96","387818839.9638","555724221.7644","515855989.3248","509991467.3274","614307603.536","478923256.245902","510059819.592557","559661166.171981","","",
"Malta","MLT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","15637349.2464742","14815794.1568","15641833.1454","16932085.4394","16471607.084","20025385.2512","18976416.2379","23646162.9565","26108941.0705","31239560.49","39799232.6402209","35391212.688","34345867.2","37893326.7","32688728.28","35064510.885","43905638.834","53630520.12","65540375.367","73656162.591","93103752.814","102192609.575","126658931.2","132117713.21711","134440203.128","170486744.635603","175476933.986099","182032323.427375","148858444.011074","163251716.923045","167529566.62809","176266399.051786","192783447.757","235551092.168001","277637636.4291","316975876.249598","367975001.841498","471710154.5346","483059161.9248","434676186.9776","541691438.5686","723076886.8782","639415088.3984","681856716.79292","749032557.523561","480388581.444329","502453765.442523","558164841.203538","","",
"Myanmar","MMR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26706206.676","51772135.512","47411063.7769978","62766068.598","64456751.0086773","74331445.0568119","91435096.3063326","129329712.624266","207429192.574657","244063441.141025","332705065.513352","408952779.695987","496653519.502534","607413647.768268","770456674.704515","812758147.646517","980184116.495749","1157034904.12792","","",
"Middle East & North Africa (excluding high income)","MNA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","202329523.704","222816173.096","237128014.904","181256638.2","188452486.2","314649512.821818","302963575.174428","293705585.556296","364696936.517026","186271738.84","168561668.781","64535593.2","30400302.8205","36256157.232","52738204.634","55917116.808","46757527.12","60190164.3457649","53210400.8136589","62589660.9068102","78558433.4042136","95773433.536","87029663.3384469","81419503.1088","102739544.348433","141710804.053867","175841964.9575","233605766.058934","189708488.318767","288179287.4224","398317572.255","638546351.072101","621572799.664835","576442402.606567","490776110.389081","498724467.837393","423622607.483529","","",
"Northern Mariana Islands","MNP","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","63869166.666","63653405.094","64648285.722","57663537.318","59806316.034","78437541.672","92215693.062","40365312.696","36417091.5","39455277.48","48367585.84","120621789.801594","82358585.7948963","86487923.2624516","88981533.2523918","92213560.2823906","131142418.133461","158293570.802288","75903080.384","105128261.8736","114897415.175939","124154459.915639","136657674.651739","186747616.889278","247574508.5607","313706546.118","308640560.4564","367240663.117801","472101777.879003","480160601.21925","459262129.060802","627000177.056254","724567526.4678","858661950.7166","901645211.2998","780185381.5146","576772346.0964","659157642.9862","","",
"Mauritania","MRT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","7374289.27678214","7940362.75453997","9253200.32848498","12053577.7132382","15242459.7908969","16495585.4506","18633475.38","23866747.6848","25867314.8","28795514.0687","33427168.3606","42544557.2441","48617971.6857","55182496.0392","50899635.1254","39172360.4934045","36630893.31","42437459.5449","42502933.7856","42930224.5238208","43226196.615","45621297.513","44729756.672","34256164.131","37236759.57","37547407.912","38135966.648","32632841.669","50517128.8265164","47276210.5776393","38986176.7506782","33730484.7345","34092850.5697","41978068.874","40069844.014","52627656.0653992","76236908.6503","87672458.1151999","110221320.44","110310715.0233","136177409.7442","146823101.1206","147683815.1664","161972937.2921","150562929.036","136648022.7599","135447639.1467","144913166.3808","","",
"Mauritius","MUS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","27367746.1613786","32980870.248","44521083.684","57572430.096","47875292.227","50670723.114","47708244.316","46350758.124","41981826.264","39341878.23","48106986.886","55421006.52","62980647.36","73821743.398","81550846.043","91602455.872","114409785.077077","115530212.929935","133127272.791482","148786266.243","153229433.91","145939553.165","159840795.605362","154059930.3017","155247959.9759","131040857.6928","145088778.813249","178001244.0338","240206024.8315","222159798.3018","236530933.748","249609241.3139","315977197.317601","295398985.602502","342164557.3866","373060161.6538","379350628.938","425369689.99","595256172.1218","553644216.3753","580407105.4065","641024343.5391","","",
"Malawi","MWI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","9549982.0700958","11926705.9824","11240518.9624","12467228.1216","15210770.328","14939569.344","14313253.0112","18676415.0911196","21806967.6946618","23664318.6028394","28444772.8","30025019.544","28859876.838","29959312.214","28806426","24804839.739","26951802.696","31533117.756","35804279.07","36968435.448","44098979.376","51768700.32","38731557.744","73038436.632","38712300.21","44552172.984","103133571.866","115950531.4811","65729419.6637049","70234565.3595","76992771.8604","59254261.0528","121316009.6714","111174049.7946","123341802.811971","133123790.713243","149186995.904314","169988030.057272","208690827.011658","246779051.451429","281582571.5649","387321629.3493","286378978.506147","257656493.894018","405575781.996","352993688.910514","250071808.057268","291084930.394189","","",
"Malaysia","MYS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","190593949.812806","165016544.92","245985756.877034","370455244.797157","455066126.65271","450787967.262082","532061847.121483","632399392.448615","782889812.908332","952585450.568","1133134273.488","1351378846.384","1457339213.853","1532833163.18098","1550997610.491","1594003221.91","1656601843.968","1782082870.308","1533204521.174","1613452451.248","1728232836.687","2006812627.3","2577098205.518","2738395555.725","2906572549.933","3128993221.69","4038914858.076","3785918092.12","2525772268.653","3317564009.79905","3697212315.7827","4413906000.0216","4533437657.8998","5626400000","6501800000","6432149999.99985","6130400000","6991304612.64112","9092596239.77166","8731800000","12323170628.225","16203682613.8739","16137211664.1146","19000800000","16605028198.8157","13950033717.6446","13180616270.4308","14004404787.3328","","",
"North America","NAC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","185350517.020635","189852889.067492","175317759.827075","196787453.474613","163493838.948104","118585941.118406","139683644.258383","195979528.33209","199622801.455881","214960477.474672","252714286.191115","276506684.579755","318794458.076","327447859.4","331911184.5","340246286.052","301308415.35","353121111.36042","291298780.481532","252046372.9797","257010297.6612","225503785.5816","223393397.093998","350895865.827998","469657095.101999","517580362.6064","591346703.073002","658828484.966396","659507358.784998","707156294.837999","904838504.4198","842209481.439512","700909408.309658","536125012.660257","367343692.911581","333893442.126864","317437046.985562","376013671.883384","","",
"New Caledonia","NCL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","40361584.7093818","46527891.9096199","56905605.1428263","61000344.2636266","71698321.526876","91861096.5905572","89798408.7177939","94219794.1083699","95163642.6215772","117797710.430248","133009359.818641","109399389.6889","100771374.652151","5312702.28039773","5257407.29373972","5578233.48443196","7744014.61990974","9816415.77405888","10412751.0184422","7540248.67818064","10505905.8361462","11531926.5058064","15147172.4165112","16544510.5562172","16375119.5537446","19552967.8159853","19437260.1884089","17737206.6370076","17022201.4858343","16473585.8519351","14454653.1949447","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","6940085.37321875","6922686.183","14743918.2881284","18820019.6662266","20277206.7124766","20659068.2453749","21085942.8242233","25662481.9044154","34679398.4161222","40789820.6911719","49211744.4629473","61057713.8770828","50593473.788","45149220.9138832","36040806.8212008","35821729.8348593","48331705.6325739","55629146.8658976","57249416.5223147","48744814.1735737","58161025.464","75501708.216","74060353.088","45894376.706","44439826.432","53073246.84","50945145.706","41786771.496","47728184.1280237","53360355.9735","51141716.3719","52311922.5395","55373919.51","70539049.0906502","80103765.2215003","90408286.0908754","98129630.9768","130014951.8712","179944977.244248","190578283.3962","192938056.888","240972403.6027","254578212.592","311301806.9408","417633360.4553","380850086.709197","397051844.926018","428147430.577466","","",
"Nigeria","NGA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","185714245.691362","127752212.385","376129960.625211","468001265.137617","575574144.48","461360653.745","1178125446.19549","748969957.092","1208267348.22222","1080052643.179","2028570257.598","8321509578","7100000000","4376321178.9077","2964549854.47305","2630133242.18748","1684491919.80492","1354799236.49138","1097416600.14703","742863110.945378","670610518.479143","396629144.074","381186339.909","215949884.6215","267578388.3575","355655909.552","415182203.282","443884241.495","440109466.2015","492123795.384","538055760.1185","594448802.9735","758950991.235","826644005.167","1079500000","1385500000","1963500000","2244000000","2737000000","2354500000","2924000000","3298000000","3714500000","4156500000","4675000000","4097000000","3366000000","3094000000","","",
"Nicaragua","NIC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","15733456.9524","16038029.1939","17893637.7863838","17935714.0404","22322993.968","26493453.648","34071714.54","37746000.972","40904699.556","41699051.85","55659220.605","79446152.45","80705132.69","82144266.752","154975659.279","135810884.412","160752717.84","176199958.158","83762802.832","24827049.3414","35422649.9043506","41553416.8956344","53193400","51512421.1286527","47444279.162","56549281.08","59760778.545","150581265.421028","145873632.556541","140865292.609569","135836141.356664","127809235.480306","113413874.2068","127593931.671598","152414335.175998","182054388.931003","208219137.229803","246463800.431203","301212396.685204","311244562.111503","348865815.448","389562184.454","418921646.289","436886662.455","474236291.866","502880868.23","525943894.916","550386533.636","","",
"Netherlands","NLD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1993657942.64","2359558658.411","3176177768.454","3846859398.294","5224296171.025","5975035676.22","6540000000","7493000000","9300000000","10740000000","11252000000","9396000000","8892000000","8360000000","7293000000","7191000000","10441000000","13420000000","13727000000","13056000000","15861000000","16422000000","19080278720","17052000000","18048000000","21244000000","20792000000","20222536245","18556691522.8968","17832841774.8008","16896786600.925","17754752458.0837","19647559060.8948","25435943883.8991","29077434634.6058","30579867430.6807","31962995167.6897","35882875693.8662","41195251769.4058","41426638884.6453","41466798864.4294","44056110596.6561","46488500000","43069895162.8646","43328521549.6799","36601925057.8254","36888624209.7144","39851182112.5671","","",
"Norway","NOR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","635262874.3","753357925.788","809172329.662","1072753182.144","1235504248.138","1463376387.24","1839130526.012","1987111908.495","2527098410.984","2699265266.65583","3126316002.6","3024306124.203","3095543538.885","2993380297.15","2962502236.092","3086657051.136","3874477666.45","4832391836.74","5271519717.646","5695872257.22","6496000000","6844000000","7552000000","8850000000","9500000000","10800000000","11016000000","10560000000","9895443971.86884","10126900000","9873893838.7404","10909800000","13445600000","15502000000","17728500000","19531200000","20310200000","24000000000","26634000000","24818200000","26474000000","29736000000","35003400000","34863810693.473","34207851627.3176","25637616920.1885","24619746273.2332","26464636820.8398","","",
"Nepal","NPL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","12855839.9077225","13105098.3396997","6144592.83","7776813.8","13397489.017","23393385.673414","21871576.2","20824439.16","25780414.784","29752666.8","29376499.245","41141999.556","48155962.98","63971438.076","70701599.7879809","68815058.1021182","76970907.261","69453245.3366966","77016917.0958362","77700467.812","83725470.78","78681406.4","88774886.408","106365958.343","122363877.54","114570775.098","140410791.811","142865365.593","103363028.922569","107472182.7792","110836469.3808","166433632.6632","142008336.637","151722701.064","188674064.626226","228605206.634926","273913924.299846","334628249.276166","431967529.6772","546328063.092","506599793.207483","625918705.643608","613435266.567227","588712122.31789","697502754.298513","705946327.061465","697854403.158491","816829414.466285","","",
"Nauru","NRU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","239639802.73655","289082515.853","385782693.262","504132461.4","549972421.4","540729613.728","593014419.315","569681050.648","698926630.428","808093759.4","860702567.09","950395470.8","960080844.852","1069905465.73976","799210826.505","812232736.56","958178073.501","1450915506.038","1855411916.276","1929266733.728","2877486404.1","2352297996.866","2532090068.04","2778041037.568","3145304353.145","3534278692.887","4219633689.44","3851129042.41","3709608481.98491","3651742851.2246","3362688380.97774","3549589820.866","4258120656.4974","5673891535.38","6667520000.008","7083400000","6562400000","8115200000","6956400000","7470400000","9688300000","11318300000","12455300000","13487100000","14224100000","12676400000","13487100000","14518900000","","",
"OECD members","OED","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","6803935.6864","8092396.5344","9321521.6256","9735956.6592","43358425.024","57644460.928","75052692.544","82612632.32","84067177.76","114696004.64","183198619.584","224657797.344","236859302.848","247976847.712","275390869.728","309753320.224","232083778.016","239373203.905","250217165.136","264537321.197","307258314.687","312477873.596","349614624.967","387424441.088","399981207.808","428993531.328","458539632.24","535524586.485","538751094.92","579701755.382533","696406713.286798","669161357.0985","751827828.3338","789648894.664006","869348764.6468","974184655.3814","1322581430.4386","1728836064.16191","2577767500.889","2118748056.3874","2551967807.08316","2940971617.47475","3311279586.80111","3451630473.2554","3619442453.9364","3294774447.33577","3269482480.31631","4556899997.88712","","",
"Other small states","OSS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","102033368.956344","107671146.58","112347856.032","84489548.845","126610909.096","160082222.216","203518181.82","237154545.45","307140202.016","319703030.31","384018181.815","395105447.451","430673380.826","413320166.181","477260154.896","572424533.324","590206961.556","744887654.07","765813655.844164","749385518.4","792970475.838","930415034.96","1031963075.808","1037258642.52","1196629091.722","1466216914.464","1514568054.624","1486459216.608","1433322392.83519","1460776480.2306","1589033699.73763","1436043746.47947","1343331846.7061","1445491316.3779","1520000000","1915200000","2716000000","2960500000","3494600000","3200500000","2778400000","3233500000","3820888903.38806","4344940707.82464","4810122497.78204","5584643640.62058","6000953524.326","6528064306.86815","","",
"Panama","PAN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","59060283.1","55757093.1","65738996.4","71631659.4","83351673","110346565","119769733.2","126442513.6","124795644.9","143815386","185275350","192777135.6","203565354","231797380","249060136.6","272644720.7","269915244.1","310096754","284247534.9","290025621.9","285886301.6","305709886.6","352347938.8","404740012.408017","387527851.2","425743570","402684265.2","400030920.9","564590398.71978","558571011.023244","548998611.522552","528137516.92","430453647.408644","429982964.050288","453317918.351177","480946201.602538","520478371.498359","588994579.364791","682874600","724458266.666668","757735333.333336","913654574","1057707313.6","1181935706","1259500602.22","1364807185.728","1461387037.936","1581371584.352","","",
"Peru","PER","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","227123821.096509","216368644.797","282702052.056473","349630066.236","415299929.737","505148798.678","472550484.155","399487216.38","299427657.375","331547269.46","484689508.268","621969375.06","563282434.206","456286196.128","462111903.736","406951076.064","437493212.227075","623547532.768","420205073.439194","585872862.685793","669562042.58079","886701314.517216","915754479.015899","878874541.80572","1124172157.36915","1329200900.90516","1501307870.916","1471088609.53205","1613347364.06362","1525386507.58836","1595648954.46375","1509849805.353","1457501160.8272","1620723212.6325","1838462856.1","2054477800.2816","2224491162.2388","2488906615.536","2878400000","3073600000","3342800000","3688800000","4344000000","5137900000","5932800000","5865632861.836","5995109591.28576","6782894280.36596","","",
"Philippines","PHL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","180830146.299105","204596125.804","174028951.608025","219865021.931093","302751329.441762","325732358.974558","303196764.24","351127901.682","496543437.478","545583409.78","544196181.683","632149566.21","613634786.878","550004052.52","389135397.82","382425324.086","485304785.219","607523765","733468837","924833002.856278","980640746.062614","1017598952.7533","1205607499.20118","1244541280.47083","1484085085.23967","1911249774.65","2411643872.26","2523732365.159","2574011901.20268","2685248802.34771","2440706801.368","2135150425.2828","2363969754.3735","2318749178.6628","2116800000","2196000000","2707200000","3290000000","3835200000","3753600000","4434400000","4931200000","5538400000","6072000000","6348000000","6513600000","6752800000","6936800000","","",
"Palau","PLW","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","39298177.4567006","42863309.9065191","36689820.3585","76421305.8771924","85371838.9175414","80640128.3749127","90575673.334","110884761.156","132520101.558","154576295.178","171548665.95","166348439.826","155200947.9","166966630.767","170534283.219","161094278.61","177592958.586","207007592.346","242546419.086","235466115.531","213646724.943","252784978.98","274566050.418","313321609.134","351727548.093","301527681.393","323907239.235","318288440.55","243135239.349","220231205.193","227892053.496","195377805.462","191381532.669","215951447.625","245568626.952","312404611.347","517553616.243","608914396.218","760746588.513","758639359.701","904165170.312","1164697583.004","1380818485.866","1384243160.313","1525167399.495","1358942764.713","1258823047.941","1359756709.551","","",
"Poland","POL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3223187591.52","3794096270.412","3794431998.187","5660879400","6300000000","10176000000","9890909810","7810979873.6112","7233200000","7983265558.37928","9496927431.268","9989800000","11052600000","13016900000","15892800000","16866200000","19635200000","25361600000","20923000000","23153600000","24576000000","23425500000","24229899775.6228","24818172369.107","21272446224.9184","20857149010.1152","23348932298.9343","","",
"Pre-demographic dividend","PRE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","344066714.0625","385863790.06487","433987688.818967","432045337.820807","482917729.109598","478253923.54313","621814224.938578","629396880.379021","739233126.901069","827382705.868111","915035703.145381","1013150020.88417","1056500870.97736","1089520642.40495","1188023318.83374","1260635168.53851","1353315610.48498","1462969570.40452","1584721689.23116","1706264297.34293","1845421993.85471","1953057122.77293","2035355996.41927","2165429315.26735","2302444707.2019","2466570140.52558","2639761532.70328","2821044841.68153","3071822887.59445","3359396427.31006","3645743943.5207","3888787422.57424","3991250783.89556","4217133515.52936","4617038011.61635","4902047757.65427","5184826258.99586","5450856699.58426","5652741236.27552","5752141626.47285","5830437260.27194","5977250459.9787","6210464848.47845","6307185118.50936","5907929065.46568","5977014845.22755","6030239663.4953","","","",
"Korea, Dem. People’s Rep.","PRK","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","270685212.831222","306292827.315501","374268166.497365","213746024.534","319615870.554","562887793.738","587040807.688","698703237.451983","602010583.018","628234308.192","870230858.229","894123437.459","897375010.349","777888143.31","712864145.43","798340206.032","1052298859.668","1369960672.684","1781545011.712","1985753466.378","2596944457.734","3487025904.687","4428000000","4403228883.702","4400000000","5117000000","5904000000","6479682417","6638552064","5969000000","5758036765.2315","6128500000","6745200000","8329300000","9300000000","9777600000","9938400000","11626700000","11995200000","12854500000","12535000000","12336000000","9567060170.112","11501855314.6091","11451276451.1475","9255269147.74632","9636929731.15854","10257128179.2034","","",
"Paraguay","PRY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280343464.560949","381723664.521","360272426.687725","348066681.185897","348380205.148","376265848.104","349092938.3652","270526411.437","300343446.1341","326185437.2659","353308797.264532","440352762.860364","590164844.535","844923625.444601","785987005.721198","982471169.4471","1574951031.104","1554432944.3728","1765656797.47385","1809293515.88923","1581543666.88182","1529137806.37706","1701335399.39338","","",
"West Bank and Gaza","PSE","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","629802.40237745","18901953.4403083","20764645.2152323","27482043.3359987","1673032.06896107","2311989.04529893","59316596.7778457","64250185.3877972","81453385.6150438","98419928.50658","110336913.293654","103680282.733414","104205967.247602","108210107.131064","5875217.29011679","6142715.73442127","8953992.15928964","9423717.64677953","9461081.76296875","8793701.74680576","11595254.6847968","12165619.1491741","17744396.5129569","18467527.1962251","17606142.1637312","19905972.9907645","19767624.1450689","17830026.7468695","18870209.8036692","18979453.77767","17232606.9853655","","","","","","","","","","","","","","","","","","","",
